Date;Filière;Valeur (TWh)
2019-06;"Solaire";1,445352893
2019-07;"Solaire";1,544584962
2019-08;"Solaire";1,425137857
2019-09;"Solaire";1,19200897
2019-10;"Solaire";0,7625960574
2019-11;"Solaire";0,4468329248
2019-12;"Solaire";0,4277699157
2020-01;"Solaire";0,4675516168
2020-02;"Solaire";0,7075534117
2020-03;"Solaire";1,014502268
2020-04;"Solaire";1,260516188
2020-05;"Solaire";1,543109171
2020-06;"Solaire";1,4687637
2020-07;"Solaire";1,690834251
2020-08;"Solaire";1,504209272
2020-09;"Solaire";1,221044864
2020-10;"Solaire";0,7682186212
2020-11;"Solaire";0,6598774023
2020-12;"Solaire";0,3530144173
2021-01;"Solaire";0,4345626651
2021-02;"Solaire";0,6295962931
2021-03;"Solaire";1,228525813
2021-04;"Solaire";1,533616782
2021-05;"Solaire";1,572058893
2021-06;"Solaire";1,639167534
2021-07;"Solaire";1,67609486
2021-08;"Solaire";1,704090283
2021-09;"Solaire";1,413887982
2021-10;"Solaire";1,201909872
2021-11;"Solaire";0,6629276138
2021-12;"Solaire";0,5320663412
2022-01;"Solaire";0,7600979761
2022-02;"Solaire";0,981979036
2022-03;"Solaire";1,357493591
2022-04;"Solaire";1,750505133
2022-05;"Solaire";2,281251116
2022-06;"Solaire";2,193681119
2022-07;"Solaire";2,564962915
2022-08;"Solaire";2,265661473
2022-09;"Solaire";1,79008403
2022-10;"Solaire";1,268506825
2022-11;"Solaire";0,8157772152
2022-12;"Solaire";0,4814177434
2023-01;"Solaire";0,6160977936
2023-02;"Solaire";1,245902313
2023-03;"Solaire";1,63753973
2023-04;"Solaire";2,149075224
2023-05;"Solaire";2,5150027
2023-06;"Solaire";2,678984864
2023-07;"Solaire";2,694966115
2023-08;"Solaire";2,576438855
2023-09;"Solaire";2,272323421
2023-10;"Solaire";1,619989353
2023-11;"Solaire";0,8991434416
2023-12;"Solaire";0,6875497215
1995-01;"Thermique renouvelable et déchets";
1995-02;"Thermique renouvelable et déchets";
1995-03;"Thermique renouvelable et déchets";
1995-04;"Thermique renouvelable et déchets";
1995-05;"Thermique renouvelable et déchets";
1995-06;"Thermique renouvelable et déchets";
1995-07;"Thermique renouvelable et déchets";
1995-08;"Thermique renouvelable et déchets";
1995-09;"Thermique renouvelable et déchets";
1995-10;"Thermique renouvelable et déchets";
1995-11;"Thermique renouvelable et déchets";
1995-12;"Thermique renouvelable et déchets";
1996-01;"Thermique renouvelable et déchets";
1996-02;"Thermique renouvelable et déchets";
1996-03;"Thermique renouvelable et déchets";
1996-04;"Thermique renouvelable et déchets";
1996-05;"Thermique renouvelable et déchets";
1996-06;"Thermique renouvelable et déchets";
1996-07;"Thermique renouvelable et déchets";
1996-08;"Thermique renouvelable et déchets";
1996-09;"Thermique renouvelable et déchets";
1996-10;"Thermique renouvelable et déchets";
1996-11;"Thermique renouvelable et déchets";
1996-12;"Thermique renouvelable et déchets";
1997-01;"Thermique renouvelable et déchets";
1997-02;"Thermique renouvelable et déchets";
1997-03;"Thermique renouvelable et déchets";
1997-04;"Thermique renouvelable et déchets";
1997-05;"Thermique renouvelable et déchets";
1997-06;"Thermique renouvelable et déchets";
1997-07;"Thermique renouvelable et déchets";
1997-08;"Thermique renouvelable et déchets";
1997-09;"Thermique renouvelable et déchets";
1997-10;"Thermique renouvelable et déchets";
1997-11;"Thermique renouvelable et déchets";
1997-12;"Thermique renouvelable et déchets";
1998-01;"Thermique renouvelable et déchets";
1998-02;"Thermique renouvelable et déchets";
1998-03;"Thermique renouvelable et déchets";
1998-04;"Thermique renouvelable et déchets";
1998-05;"Thermique renouvelable et déchets";
1998-06;"Thermique renouvelable et déchets";
1998-07;"Thermique renouvelable et déchets";
1998-08;"Thermique renouvelable et déchets";
1998-09;"Thermique renouvelable et déchets";
1998-10;"Thermique renouvelable et déchets";
1998-11;"Thermique renouvelable et déchets";
1998-12;"Thermique renouvelable et déchets";
1999-01;"Thermique renouvelable et déchets";
1999-02;"Thermique renouvelable et déchets";
1999-03;"Thermique renouvelable et déchets";
1999-04;"Thermique renouvelable et déchets";
1999-05;"Thermique renouvelable et déchets";
1999-06;"Thermique renouvelable et déchets";
1999-07;"Thermique renouvelable et déchets";
1999-08;"Thermique renouvelable et déchets";
1999-09;"Thermique renouvelable et déchets";
1999-10;"Thermique renouvelable et déchets";
1999-11;"Thermique renouvelable et déchets";
1999-12;"Thermique renouvelable et déchets";
2000-01;"Thermique renouvelable et déchets";
2000-02;"Thermique renouvelable et déchets";
2000-03;"Thermique renouvelable et déchets";
2000-04;"Thermique renouvelable et déchets";
2000-05;"Thermique renouvelable et déchets";
2000-06;"Thermique renouvelable et déchets";
2000-07;"Thermique renouvelable et déchets";
2000-08;"Thermique renouvelable et déchets";
2000-09;"Thermique renouvelable et déchets";
2000-10;"Thermique renouvelable et déchets";
2000-11;"Thermique renouvelable et déchets";
2000-12;"Thermique renouvelable et déchets";
2001-01;"Thermique renouvelable et déchets";0,1845
2001-02;"Thermique renouvelable et déchets";0,1845
2001-03;"Thermique renouvelable et déchets";0,1845
2001-04;"Thermique renouvelable et déchets";0,1845
2001-05;"Thermique renouvelable et déchets";0,1845
2001-06;"Thermique renouvelable et déchets";0,1845
2001-07;"Thermique renouvelable et déchets";0,1845
2001-08;"Thermique renouvelable et déchets";0,1845
2001-09;"Thermique renouvelable et déchets";0,1845
2001-10;"Thermique renouvelable et déchets";0,1845
2001-11;"Thermique renouvelable et déchets";0,1845
2001-12;"Thermique renouvelable et déchets";0,1845
2002-01;"Thermique renouvelable et déchets";0,2268
2002-02;"Thermique renouvelable et déchets";0,2268
2002-03;"Thermique renouvelable et déchets";0,2268
2002-04;"Thermique renouvelable et déchets";0,2268
2002-05;"Thermique renouvelable et déchets";0,2268
2002-06;"Thermique renouvelable et déchets";0,2268
2002-07;"Thermique renouvelable et déchets";0,2268
2002-08;"Thermique renouvelable et déchets";0,2268
2002-09;"Thermique renouvelable et déchets";0,2268
2002-10;"Thermique renouvelable et déchets";0,2268
2002-11;"Thermique renouvelable et déchets";0,2268
2002-12;"Thermique renouvelable et déchets";0,2268
2003-01;"Thermique renouvelable et déchets";0,2272
2003-02;"Thermique renouvelable et déchets";0,2272
2003-03;"Thermique renouvelable et déchets";0,2272
2003-04;"Thermique renouvelable et déchets";0,2272
2003-05;"Thermique renouvelable et déchets";0,2272
2003-06;"Thermique renouvelable et déchets";0,2272
2003-07;"Thermique renouvelable et déchets";0,2272
2003-08;"Thermique renouvelable et déchets";0,2272
2003-09;"Thermique renouvelable et déchets";0,2272
2003-10;"Thermique renouvelable et déchets";0,2272
2003-11;"Thermique renouvelable et déchets";0,2272
2003-12;"Thermique renouvelable et déchets";0,2272
2004-01;"Thermique renouvelable et déchets";0,2724
2004-02;"Thermique renouvelable et déchets";0,2724
2004-03;"Thermique renouvelable et déchets";0,2724
2004-04;"Thermique renouvelable et déchets";0,2724
2004-05;"Thermique renouvelable et déchets";0,2724
2004-06;"Thermique renouvelable et déchets";0,2724
2004-07;"Thermique renouvelable et déchets";0,2724
2004-08;"Thermique renouvelable et déchets";0,2724
2004-09;"Thermique renouvelable et déchets";0,2724
2004-10;"Thermique renouvelable et déchets";0,2724
2004-11;"Thermique renouvelable et déchets";0,2724
2004-12;"Thermique renouvelable et déchets";0,2724
2005-01;"Thermique renouvelable et déchets";0,2781
2005-02;"Thermique renouvelable et déchets";0,2781
2005-03;"Thermique renouvelable et déchets";0,2781
2005-04;"Thermique renouvelable et déchets";0,2781
2005-05;"Thermique renouvelable et déchets";0,2781
2005-06;"Thermique renouvelable et déchets";0,2781
2005-07;"Thermique renouvelable et déchets";0,2781
2005-08;"Thermique renouvelable et déchets";0,2781
2005-09;"Thermique renouvelable et déchets";0,2781
2005-10;"Thermique renouvelable et déchets";0,2781
2005-11;"Thermique renouvelable et déchets";0,2781
2005-12;"Thermique renouvelable et déchets";0,2781
2006-01;"Thermique renouvelable et déchets";0,2783
2006-02;"Thermique renouvelable et déchets";0,2783
2006-03;"Thermique renouvelable et déchets";0,2783
2006-04;"Thermique renouvelable et déchets";0,2783
2006-05;"Thermique renouvelable et déchets";0,2783
2006-06;"Thermique renouvelable et déchets";0,2783
2006-07;"Thermique renouvelable et déchets";0,2783
2006-08;"Thermique renouvelable et déchets";0,2783
2006-09;"Thermique renouvelable et déchets";0,2783
2006-10;"Thermique renouvelable et déchets";0,2783
2006-11;"Thermique renouvelable et déchets";0,2783
2006-12;"Thermique renouvelable et déchets";0,2783
2007-01;"Thermique renouvelable et déchets";0,3153
2007-02;"Thermique renouvelable et déchets";0,3153
2007-03;"Thermique renouvelable et déchets";0,3153
2007-04;"Thermique renouvelable et déchets";0,3153
2007-05;"Thermique renouvelable et déchets";0,3153
2007-06;"Thermique renouvelable et déchets";0,3153
2007-07;"Thermique renouvelable et déchets";0,3153
2007-08;"Thermique renouvelable et déchets";0,3153
2007-09;"Thermique renouvelable et déchets";0,3153
2007-10;"Thermique renouvelable et déchets";0,3153
2007-11;"Thermique renouvelable et déchets";0,3153
2007-12;"Thermique renouvelable et déchets";0,3153
2008-01;"Thermique renouvelable et déchets";0,3434
2008-02;"Thermique renouvelable et déchets";0,3434
2008-03;"Thermique renouvelable et déchets";0,3434
2008-04;"Thermique renouvelable et déchets";0,3434
2008-05;"Thermique renouvelable et déchets";0,3434
2008-06;"Thermique renouvelable et déchets";0,3434
2008-07;"Thermique renouvelable et déchets";0,3434
2008-08;"Thermique renouvelable et déchets";0,3434
2008-09;"Thermique renouvelable et déchets";0,3434
2008-10;"Thermique renouvelable et déchets";0,3434
2008-11;"Thermique renouvelable et déchets";0,3434
2008-12;"Thermique renouvelable et déchets";0,3434
2009-01;"Thermique renouvelable et déchets";0,3618
2009-02;"Thermique renouvelable et déchets";0,3618
2009-03;"Thermique renouvelable et déchets";0,3618
2009-04;"Thermique renouvelable et déchets";0,3618
2009-05;"Thermique renouvelable et déchets";0,3618
2009-06;"Thermique renouvelable et déchets";0,3618
2009-07;"Thermique renouvelable et déchets";0,3618
2009-08;"Thermique renouvelable et déchets";0,3618
2009-09;"Thermique renouvelable et déchets";0,3618
2009-10;"Thermique renouvelable et déchets";0,3618
2009-11;"Thermique renouvelable et déchets";0,3618
2009-12;"Thermique renouvelable et déchets";0,3618
2010-01;"Thermique renouvelable et déchets";0,422
2010-02;"Thermique renouvelable et déchets";0,386
2010-03;"Thermique renouvelable et déchets";0,429
2010-04;"Thermique renouvelable et déchets";0,37
2010-05;"Thermique renouvelable et déchets";0,408
2010-06;"Thermique renouvelable et déchets";0,377
2010-07;"Thermique renouvelable et déchets";0,4
2010-08;"Thermique renouvelable et déchets";0,421
2010-09;"Thermique renouvelable et déchets";0,359
2010-10;"Thermique renouvelable et déchets";0,361
2010-11;"Thermique renouvelable et déchets";0,457
2010-12;"Thermique renouvelable et déchets";0,462
2011-01;"Thermique renouvelable et déchets";0,477
2011-02;"Thermique renouvelable et déchets";0,433
2011-03;"Thermique renouvelable et déchets";0,51
2011-04;"Thermique renouvelable et déchets";0,413
2011-05;"Thermique renouvelable et déchets";0,426
2011-06;"Thermique renouvelable et déchets";0,421
2011-07;"Thermique renouvelable et déchets";0,485
2011-08;"Thermique renouvelable et déchets";0,481
2011-09;"Thermique renouvelable et déchets";0,418
2011-10;"Thermique renouvelable et déchets";0,404
2011-11;"Thermique renouvelable et déchets";0,487
2011-12;"Thermique renouvelable et déchets";0,509
2012-01;"Thermique renouvelable et déchets";0,514
2012-02;"Thermique renouvelable et déchets";0,453
2012-03;"Thermique renouvelable et déchets";0,532
2012-04;"Thermique renouvelable et déchets";0,405
2012-05;"Thermique renouvelable et déchets";0,468
2012-06;"Thermique renouvelable et déchets";0,437
2012-07;"Thermique renouvelable et déchets";0,514
2012-08;"Thermique renouvelable et déchets";0,486
2012-09;"Thermique renouvelable et déchets";0,47
2012-10;"Thermique renouvelable et déchets";0,45
2012-11;"Thermique renouvelable et déchets";0,514
2012-12;"Thermique renouvelable et déchets";0,525
2013-01;"Thermique renouvelable et déchets";0,654138951
2013-02;"Thermique renouvelable et déchets";0,595340774
2013-03;"Thermique renouvelable et déchets";0,642299727
2013-04;"Thermique renouvelable et déchets";0,469134032
2013-05;"Thermique renouvelable et déchets";0,537286852
2013-06;"Thermique renouvelable et déchets";0,508404237
2013-07;"Thermique renouvelable et déchets";0,576837077
2013-08;"Thermique renouvelable et déchets";0,584230247
2013-09;"Thermique renouvelable et déchets";0,524964301
2013-10;"Thermique renouvelable et déchets";0,607094095
2013-11;"Thermique renouvelable et déchets";0,663212903
2013-12;"Thermique renouvelable et déchets";0,680425625
2014-01;"Thermique renouvelable et déchets";0,6247024878
2014-02;"Thermique renouvelable et déchets";0,5731211504
2014-03;"Thermique renouvelable et déchets";0,6190240346
2014-04;"Thermique renouvelable et déchets";0,5332546332
2014-05;"Thermique renouvelable et déchets";0,6086931951
2014-06;"Thermique renouvelable et déchets";0,5324288083
2014-07;"Thermique renouvelable et déchets";0,5979885032
2014-08;"Thermique renouvelable et déchets";0,5899903851
2014-09;"Thermique renouvelable et déchets";0,5480190257
2014-10;"Thermique renouvelable et déchets";0,5633075496
2014-11;"Thermique renouvelable et déchets";0,6472304166
2014-12;"Thermique renouvelable et déchets";0,6713102584
2015-01;"Thermique renouvelable et déchets";0,6812488827
2015-02;"Thermique renouvelable et déchets";0,625527258
2015-03;"Thermique renouvelable et déchets";0,6847701872
2015-04;"Thermique renouvelable et déchets";0,5765766558
2015-05;"Thermique renouvelable et déchets";0,6283889307
2015-06;"Thermique renouvelable et déchets";0,5888633108
2015-07;"Thermique renouvelable et déchets";0,6435297184
2015-08;"Thermique renouvelable et déchets";0,6568504257
2015-09;"Thermique renouvelable et déchets";0,6312231527
2015-10;"Thermique renouvelable et déchets";0,6176400142
2015-11;"Thermique renouvelable et déchets";0,7093270421
2015-12;"Thermique renouvelable et déchets";0,7422897986
2016-01;"Thermique renouvelable et déchets";0,7586503883
2016-02;"Thermique renouvelable et déchets";0,7061419305
2016-03;"Thermique renouvelable et déchets";0,756239138
2016-04;"Thermique renouvelable et déchets";0,6802793784
2016-05;"Thermique renouvelable et déchets";0,7092288725
2016-06;"Thermique renouvelable et déchets";0,6460638194
2016-07;"Thermique renouvelable et déchets";0,7441372172
2016-08;"Thermique renouvelable et déchets";0,7211407735
2016-09;"Thermique renouvelable et déchets";0,6763756923
2016-10;"Thermique renouvelable et déchets";0,6690328275
2016-11;"Thermique renouvelable et déchets";0,7694264139
2016-12;"Thermique renouvelable et déchets";0,8038451751
2017-01;"Thermique renouvelable et déchets";0,8110974875
2017-02;"Thermique renouvelable et déchets";0,7200346252
2017-03;"Thermique renouvelable et déchets";0,7759234665
2017-04;"Thermique renouvelable et déchets";0,7281193663
2017-05;"Thermique renouvelable et déchets";0,735789009
2017-06;"Thermique renouvelable et déchets";0,7518455105
2017-07;"Thermique renouvelable et déchets";0,8147550783
2017-08;"Thermique renouvelable et déchets";0,7829207861
2017-09;"Thermique renouvelable et déchets";0,7621422956
2017-10;"Thermique renouvelable et déchets";0,7592780882
2017-11;"Thermique renouvelable et déchets";0,8518647429
2017-12;"Thermique renouvelable et déchets";0,8305585633
2018-01;"Thermique renouvelable et déchets";0,7854219687
2018-02;"Thermique renouvelable et déchets";0,7600349777
2018-03;"Thermique renouvelable et déchets";0,7894984318
2018-04;"Thermique renouvelable et déchets";0,7922296762
2018-05;"Thermique renouvelable et déchets";0,8139435072
2018-06;"Thermique renouvelable et déchets";0,7286081141
2018-07;"Thermique renouvelable et déchets";0,8171486192
2018-08;"Thermique renouvelable et déchets";0,8073864425
2018-09;"Thermique renouvelable et déchets";0,8012356397
2018-10;"Thermique renouvelable et déchets";0,7674136818
2018-11;"Thermique renouvelable et déchets";0,7850534275
2018-12;"Thermique renouvelable et déchets";0,8327754147
2019-01;"Thermique renouvelable et déchets";0,8261288905
2019-02;"Thermique renouvelable et déchets";0,7579789103
2019-03;"Thermique renouvelable et déchets";0,8428815651
2019-04;"Thermique renouvelable et déchets";0,7470497706
2019-05;"Thermique renouvelable et déchets";0,8145892012
2019-06;"Thermique renouvelable et déchets";0,7183027955
2019-07;"Thermique renouvelable et déchets";0,7718511694
2019-08;"Thermique renouvelable et déchets";0,8683644627
2019-09;"Thermique renouvelable et déchets";0,7618832778
2019-10;"Thermique renouvelable et déchets";0,7549920102
2019-11;"Thermique renouvelable et déchets";0,7931646124
2019-12;"Thermique renouvelable et déchets";0,8271771338
2020-01;"Thermique renouvelable et déchets";0,8304305109
2020-02;"Thermique renouvelable et déchets";0,7825221769
2020-03;"Thermique renouvelable et déchets";0,8504009394
2020-04;"Thermique renouvelable et déchets";0,8151628033
2020-05;"Thermique renouvelable et déchets";0,8321400972
2020-06;"Thermique renouvelable et déchets";0,7953783813
2020-07;"Thermique renouvelable et déchets";0,8311414299
2020-08;"Thermique renouvelable et déchets";0,8059592215
2020-09;"Thermique renouvelable et déchets";0,7549647176
2020-10;"Thermique renouvelable et déchets";0,7429869192
2020-11;"Thermique renouvelable et déchets";0,7710448563
2020-12;"Thermique renouvelable et déchets";0,8158641205
2021-01;"Thermique renouvelable et déchets";0,8392686099
2021-02;"Thermique renouvelable et déchets";0,7678993038
2021-03;"Thermique renouvelable et déchets";0,8509656798
2021-04;"Thermique renouvelable et déchets";0,7914560699
2021-05;"Thermique renouvelable et déchets";0,8402718112
2021-06;"Thermique renouvelable et déchets";0,7813890645
2021-07;"Thermique renouvelable et déchets";0,9047492888
2021-08;"Thermique renouvelable et déchets";0,862095928
2021-09;"Thermique renouvelable et déchets";0,8143121686
2021-10;"Thermique renouvelable et déchets";0,8332193449
2021-11;"Thermique renouvelable et déchets";0,8363728414
2021-12;"Thermique renouvelable et déchets";0,8573455798
2022-01;"Thermique renouvelable et déchets";0,8768977018
2022-02;"Thermique renouvelable et déchets";0,8558850091
2022-03;"Thermique renouvelable et déchets";0,929825549
2022-04;"Thermique renouvelable et déchets";0,8585007932
2022-05;"Thermique renouvelable et déchets";0,9640894628
2022-06;"Thermique renouvelable et déchets";0,8418377126
2022-07;"Thermique renouvelable et déchets";0,8861228585
2022-08;"Thermique renouvelable et déchets";0,8592576616
2022-09;"Thermique renouvelable et déchets";0,8823961299
2022-10;"Thermique renouvelable et déchets";0,82847295
2022-11;"Thermique renouvelable et déchets";0,8531324245
2022-12;"Thermique renouvelable et déchets";0,9033138159
2023-01;"Thermique renouvelable et déchets";0,8762885975
2023-02;"Thermique renouvelable et déchets";0,8073591241
2023-03;"Thermique renouvelable et déchets";0,8692530771
2023-04;"Thermique renouvelable et déchets";0,84964386
2023-05;"Thermique renouvelable et déchets";0,9223738537
2023-06;"Thermique renouvelable et déchets";0,820637019
2023-07;"Thermique renouvelable et déchets";0,9114955103
2023-08;"Thermique renouvelable et déchets";0,8910180081
2023-09;"Thermique renouvelable et déchets";0,8309798944
2023-10;"Thermique renouvelable et déchets";0,8269031247
2023-11;"Thermique renouvelable et déchets";0,8366874178
2023-12;"Thermique renouvelable et déchets";0,909563975
1995-01;"Production totale";48,32
1995-02;"Production totale";39,49
1995-03;"Production totale";44,41
1995-04;"Production totale";38,4
1995-05;"Production totale";36,53
1995-06;"Production totale";35,27
1995-07;"Production totale";35,98
1995-08;"Production totale";34,21
1995-09;"Production totale";35,45
1995-10;"Production totale";37,35
1995-11;"Production totale";41,81
1995-12;"Production totale";44,15
1996-01;"Production totale";47,75
1996-02;"Production totale";45,87
1996-03;"Production totale";44,59
1996-04;"Production totale";39,58
1996-05;"Production totale";37,73
1996-06;"Production totale";35,21
1996-07;"Production totale";36,66
1996-08;"Production totale";33,79
1996-09;"Production totale";36,25
1996-10;"Production totale";40,84
1996-11;"Production totale";43,56
1996-12;"Production totale";47,99
1997-01;"Production totale";49,59
1997-02;"Production totale";41,36
1997-03;"Production totale";40,28
1997-04;"Production totale";39,84
1997-05;"Production totale";36,94
1997-06;"Production totale";35,61
1997-07;"Production totale";36,83
1997-08;"Production totale";34,63
1997-09;"Production totale";35,96
1997-10;"Production totale";41,12
1997-11;"Production totale";42,49
1997-12;"Production totale";46,31
1998-01;"Production totale";48,66
1998-02;"Production totale";43,12
1998-03;"Production totale";44,82
1998-04;"Production totale";41,53
1998-05;"Production totale";37,81
1998-06;"Production totale";36,43
1998-07;"Production totale";35,98
1998-08;"Production totale";30,74
1998-09;"Production totale";34,6
1998-10;"Production totale";41
1998-11;"Production totale";44,66
1998-12;"Production totale";47,62
1999-01;"Production totale";47,46
1999-02;"Production totale";44,55
1999-03;"Production totale";44,47
1999-04;"Production totale";41,45
1999-05;"Production totale";37,24
1999-06;"Production totale";36,53
1999-07;"Production totale";38,26
1999-08;"Production totale";35,63
1999-09;"Production totale";37,72
1999-10;"Production totale";41,99
1999-11;"Production totale";45,65
1999-12;"Production totale";49,35
2000-01;"Production totale";50,13
2000-02;"Production totale";45,88
2000-03;"Production totale";46,86
2000-04;"Production totale";42,8
2000-05;"Production totale";39,85
2000-06;"Production totale";38,05
2000-07;"Production totale";38,75
2000-08;"Production totale";37,1
2000-09;"Production totale";38,41
2000-10;"Production totale";42,83
2000-11;"Production totale";47,28
2000-12;"Production totale";48,75
2001-01;"Production totale";51,48
2001-02;"Production totale";44,68
2001-03;"Production totale";46,63
2001-04;"Production totale";42,85
2001-05;"Production totale";39,84
2001-06;"Production totale";37,95
2001-07;"Production totale";39,59
2001-08;"Production totale";37,06
2001-09;"Production totale";39,31
2001-10;"Production totale";43,55
2001-11;"Production totale";48,88
2001-12;"Production totale";52,22
2002-01;"Production totale";52,86
2002-02;"Production totale";45,42
2002-03;"Production totale";47,49
2002-04;"Production totale";43,9
2002-05;"Production totale";42,51
2002-06;"Production totale";39,84
2002-07;"Production totale";40,37
2002-08;"Production totale";37,06
2002-09;"Production totale";40,02
2002-10;"Production totale";44,82
2002-11;"Production totale";48,3
2002-12;"Production totale";52,94
2003-01;"Production totale";56,25
2003-02;"Production totale";50,85
2003-03;"Production totale";48,35
2003-04;"Production totale";43,62
2003-05;"Production totale";40,89
2003-06;"Production totale";39,11
2003-07;"Production totale";40,29
2003-08;"Production totale";36,84
2003-09;"Production totale";38,49
2003-10;"Production totale";44,99
2003-11;"Production totale";48,62
2003-12;"Production totale";53,81
2004-01;"Production totale";55,46
2004-02;"Production totale";49,03
2004-03;"Production totale";50,1
2004-04;"Production totale";43,9
2004-05;"Production totale";41,78
2004-06;"Production totale";39,81
2004-07;"Production totale";40
2004-08;"Production totale";37,67
2004-09;"Production totale";40,23
2004-10;"Production totale";45,42
2004-11;"Production totale";49,94
2004-12;"Production totale";55,38
2005-01;"Production totale";54,63
2005-02;"Production totale";49,67
2005-03;"Production totale";49,78
2005-04;"Production totale";43,71
2005-05;"Production totale";42,6
2005-06;"Production totale";41,04
2005-07;"Production totale";39,88
2005-08;"Production totale";39,12
2005-09;"Production totale";40,73
2005-10;"Production totale";43,56
2005-11;"Production totale";49,91
2005-12;"Production totale";55,5
2006-01;"Production totale";55,97
2006-02;"Production totale";48,18
2006-03;"Production totale";50,15
2006-04;"Production totale";45,27
2006-05;"Production totale";42,64
2006-06;"Production totale";40,49
2006-07;"Production totale";40,48
2006-08;"Production totale";39,02
2006-09;"Production totale";41,29
2006-10;"Production totale";44,3
2006-11;"Production totale";48,25
2006-12;"Production totale";53,06
2007-01;"Production totale";53,5
2007-02;"Production totale";48,24
2007-03;"Production totale";50,5
2007-04;"Production totale";41,14
2007-05;"Production totale";41,35
2007-06;"Production totale";41,12
2007-07;"Production totale";41,2
2007-08;"Production totale";40,37
2007-09;"Production totale";40,79
2007-10;"Production totale";45,62
2007-11;"Production totale";47,47
2007-12;"Production totale";53,49
2008-01;"Production totale";54,92
2008-02;"Production totale";50,25
2008-03;"Production totale";50,19
2008-04;"Production totale";45,95
2008-05;"Production totale";41,72
2008-06;"Production totale";40,33
2008-07;"Production totale";41,03
2008-08;"Production totale";38,74
2008-09;"Production totale";39,95
2008-10;"Production totale";42,9
2008-11;"Production totale";48,24
2008-12;"Production totale";54,95
2009-01;"Production totale";58,13
2009-02;"Production totale";50,56
2009-03;"Production totale";49,43
2009-04;"Production totale";40,88
2009-05;"Production totale";39,66
2009-06;"Production totale";36,3
2009-07;"Production totale";37,09
2009-08;"Production totale";35,38
2009-09;"Production totale";36,19
2009-10;"Production totale";39,78
2009-11;"Production totale";43,56
2009-12;"Production totale";52,19
2010-01;"Production totale";56,54
2010-02;"Production totale";50,41
2010-03;"Production totale";51,07
2010-04;"Production totale";41,69
2010-05;"Production totale";39,85
2010-06;"Production totale";40,22
2010-07;"Production totale";41,06
2010-08;"Production totale";39,5
2010-09;"Production totale";39,22
2010-10;"Production totale";42,12
2010-11;"Production totale";49,44
2010-12;"Production totale";58,97
2011-01;"Production totale";58,23
2011-02;"Production totale";50,39
2011-03;"Production totale";50,7
2011-04;"Production totale";41,03
2011-05;"Production totale";41,07
2011-06;"Production totale";40,35
2011-07;"Production totale";40,91
2011-08;"Production totale";38,5
2011-09;"Production totale";38,97
2011-10;"Production totale";42,44
2011-11;"Production totale";46,27
2011-12;"Production totale";53,65
2012-01;"Production totale";57,18
2012-02;"Production totale";54,42
2012-03;"Production totale";48,59
2012-04;"Production totale";44,19
2012-05;"Production totale";40,43
2012-06;"Production totale";37,52
2012-07;"Production totale";37,91
2012-08;"Production totale";36,34
2012-09;"Production totale";38,03
2012-10;"Production totale";42,99
2012-11;"Production totale";49,23
2012-12;"Production totale";54,72
2013-01;"Production totale";57,74
2013-02;"Production totale";52,26
2013-03;"Production totale";51,88
2013-04;"Production totale";44,12
2013-05;"Production totale";43,38
2013-06;"Production totale";39,34
2013-07;"Production totale";40,85
2013-08;"Production totale";38,43
2013-09;"Production totale";38,6
2013-10;"Production totale";41,76
2013-11;"Production totale";48,53
2013-12;"Production totale";53,57
2014-01;"Production totale";55,75
2014-02;"Production totale";49,34
2014-03;"Production totale";48,04
2014-04;"Production totale";40,58
2014-05;"Production totale";41,65
2014-06;"Production totale";39,15
2014-07;"Production totale";42,52
2014-08;"Production totale";39,23
2014-09;"Production totale";39
2014-10;"Production totale";41,16
2014-11;"Production totale";46,93
2014-12;"Production totale";54,53
2015-01;"Production totale";58,12
2015-02;"Production totale";51,99
2015-03;"Production totale";50,52
2015-04;"Production totale";41,35
2015-05;"Production totale";40,48
2015-06;"Production totale";39,77
2015-07;"Production totale";41,55
2015-08;"Production totale";38,81
2015-09;"Production totale";38,93
2015-10;"Production totale";44,39
2015-11;"Production totale";47,41
2015-12;"Production totale";51,61
2016-01;"Production totale";55,92
2016-02;"Production totale";51,91
2016-03;"Production totale";51,97
2016-04;"Production totale";43,11
2016-05;"Production totale";40,59
2016-06;"Production totale";39,97
2016-07;"Production totale";38,39
2016-08;"Production totale";35,99
2016-09;"Production totale";36,4
2016-10;"Production totale";39,88
2016-11;"Production totale";45,45
2016-12;"Production totale";51,18
2017-01;"Production totale";57,15
2017-02;"Production totale";47,96
2017-03;"Production totale";49,69
2017-04;"Production totale";42,48
2017-05;"Production totale";41,47
2017-06;"Production totale";37,29
2017-07;"Production totale";38,83
2017-08;"Production totale";37,1
2017-09;"Production totale";38,59
2017-10;"Production totale";39,63
2017-11;"Production totale";44,89
2017-12;"Production totale";53,21
2018-01;"Production totale";56,64
2018-02;"Production totale";53,64
2018-03;"Production totale";52,36
2018-04;"Production totale";42,66
2018-05;"Production totale";42,65
2018-06;"Production totale";40,65
2018-07;"Production totale";41,19
2018-08;"Production totale";37,19
2018-09;"Production totale";38,81
2018-10;"Production totale";42,27
2018-11;"Production totale";46,23
2018-12;"Production totale";53,28
2019-01;"Production totale";55,82
2019-02;"Production totale";50,11
2019-03;"Production totale";50,35
2019-04;"Production totale";42,64
2019-05;"Production totale";43,57
2019-06;"Production totale";40,11
