2007-05;Solaire;0,0005
2007-06;Solaire;0,0005
2007-07;Solaire;0,0005
2007-08;Solaire;0,0005
2007-09;Solaire;0,0005
2007-10;Solaire;0,0005
2007-11;Solaire;0,0005
2007-12;Solaire;0,0005
2008-01;Solaire;0,0013
2008-02;Solaire;0,0015
2008-03;Solaire;0,0017
2008-04;Solaire;0,002
2008-05;Solaire;0,002
2008-06;Solaire;0,0021
2008-07;Solaire;0,003
2008-08;Solaire;0,0027
2008-09;Solaire;0,0029
2008-10;Solaire;0,0025
2008-11;Solaire;0,002
2008-12;Solaire;0,0019
2009-01;Solaire;0,005
2009-02;Solaire;0,007
2009-03;Solaire;0,012
2009-04;Solaire;0,012
2009-05;Solaire;0,016
2009-06;Solaire;0,018
2009-07;Solaire;0,021
2009-08;Solaire;0,021
2009-09;Solaire;0,018
2009-10;Solaire;0,015
2009-11;Solaire;0,009
2009-12;Solaire;0,007
2010-01;Solaire;0,01
2010-02;Solaire;0,016
2010-03;Solaire;0,031
2010-04;Solaire;0,045
2010-05;Solaire;0,054
2010-06;Solaire;0,055
2010-07;Solaire;0,069
2010-08;Solaire;0,074
2010-09;Solaire;0,074
2010-10;Solaire;0,058
2010-11;Solaire;0,032
2010-12;Solaire;0,03
2011-01;Solaire;0,048
2011-02;Solaire;0,066
2011-03;Solaire;0,126
2011-04;Solaire;0,19
2011-05;Solaire;0,225
2011-06;Solaire;0,214
2011-07;Solaire;0,249
2011-08;Solaire;0,271
2011-09;Solaire;0,251
2011-10;Solaire;0,208
2011-11;Solaire;0,12
2011-12;Solaire;0,099
2012-01;Solaire;0,125
2012-02;Solaire;0,216
2012-03;Solaire;0,356
2012-04;Solaire;0,329
2012-05;Solaire;0,454
2012-06;Solaire;0,483
2012-07;Solaire;0,544
2012-08;Solaire;0,536
2012-09;Solaire;0,413
2012-10;Solaire;0,283
2012-11;Solaire;0,182
2012-12;Solaire;0,149
2013-01;Solaire;0,146
2013-02;Solaire;0,23
2013-03;Solaire;0,344
2013-04;Solaire;0,434
2013-05;Solaire;0,503
2013-06;Solaire;0,563
2013-07;Solaire;0,658
2013-08;Solaire;0,602
2013-09;Solaire;0,463
2013-10;Solaire;0,32
2013-11;Solaire;0,183
2013-12;Solaire;0,216
2014-01;Solaire;0,176353009
2014-02;Solaire;0,262653399
2014-03;Solaire;0,534329056
2014-04;Solaire;0,584358496
2014-05;Solaire;0,68160778
2014-06;Solaire;0,763466078
2014-07;Solaire;0,686151539
2014-08;Solaire;0,694398951
2014-09;Solaire;0,640457427
2014-10;Solaire;0,479939626
2014-11;Solaire;0,244431152
2014-12;Solaire;0,190263887
2015-01;Solaire;0,251855835
2015-02;Solaire;0,358930305
2015-03;Solaire;0,537183236
2015-04;Solaire;0,782949366
2015-05;Solaire;0,843757089
2015-06;Solaire;0,951891934
2015-07;Solaire;0,943417332
2015-08;Solaire;0,851805962
2015-09;Solaire;0,715988378
2015-10;Solaire;0,512513132
2015-11;Solaire;0,376705502
2015-12;Solaire;0,306134129
2016-01;Solaire;0,276041403
2016-02;Solaire;0,409761782
2016-03;Solaire;0,67535456
2016-04;Solaire;0,795850015
2016-05;Solaire;0,931695429
2016-06;Solaire;0,909813823
2016-07;Solaire;1,068824735
2016-08;Solaire;1,060671041
2016-09;Solaire;0,822471326
2016-10;Solaire;0,726886983
2016-11;Solaire;0,368786897
2016-12;Solaire;0,368729961
2017-01;Solaire;0,362941822
2017-02;Solaire;0,430247997
2017-03;Solaire;0,701990877
2017-04;Solaire;1,042176329
2017-05;Solaire;1,087886667
2017-06;Solaire;1,1279303
2017-07;Solaire;1,079611405
2017-08;Solaire;1,049986653
2017-09;Solaire;0,820547325
2017-10;Solaire;0,713884346
2017-11;Solaire;0,454424329
2017-12;Solaire;0,276999601
2018-01;Solaire;0,2745488033
2018-02;Solaire;0,5194343665
2018-03;Solaire;0,7660022413
2018-04;Solaire;1,007966409
2018-05;Solaire;1,141363113
2018-06;Solaire;1,285714022
2018-07;Solaire;1,429240909
2018-08;Solaire;1,316433492
2018-09;Solaire;1,1624357
2018-10;Solaire;0,7882456334
2018-11;Solaire;0,4710328612
2018-12;Solaire;0,2830818318
2019-01;Solaire;0,4171281648
2019-02;Solaire;0,7726374338
2019-03;Solaire;1,099839174
2019-04;Solaire;1,109414766
2019-05;Solaire;1,362063803
2019-06;Solaire;1,445352893
2019-07;Solaire;1,544584962
2019-08;Solaire;1,425137857
2019-09;Solaire;1,19200897
2019-10;Solaire;0,7625960574
2019-11;Solaire;0,4468329248
2019-12;Solaire;0,4277699157
2020-01;Solaire;0,4675516168
2020-02;Solaire;0,7075534117
2020-03;Solaire;1,014502268
2020-04;Solaire;1,260516188
2020-05;Solaire;1,543109171
2020-06;Solaire;1,4687637
2020-07;Solaire;1,690834251
2020-08;Solaire;1,504209272
2020-09;Solaire;1,221044864
2020-10;Solaire;0,7682186212
2020-11;Solaire;0,6598774023
2020-12;Solaire;0,3530144173
2021-01;Solaire;0,4345626651
2021-02;Solaire;0,6295962931
2021-03;Solaire;1,228525813
2021-04;Solaire;1,533616782
2021-05;Solaire;1,572058893
2021-06;Solaire;1,639167534
2021-07;Solaire;1,67609486
2021-08;Solaire;1,704090283
2021-09;Solaire;1,413887982
2021-10;Solaire;1,201909872
2021-11;Solaire;0,6629276138
2021-12;Solaire;0,5320663412
2022-01;Solaire;0,7600979761
2022-02;Solaire;0,981979036
2022-03;Solaire;1,357493591
2022-04;Solaire;1,750505133
2022-05;Solaire;2,281251116
2022-06;Solaire;2,193681119
2022-07;Solaire;2,564962915
2022-08;Solaire;2,265661473
2022-09;Solaire;1,79008403
2022-10;Solaire;1,268506825
2022-11;Solaire;0,8157772152
2022-12;Solaire;0,4814177434
2023-01;Solaire;0,6160977936
2023-02;Solaire;1,245902313
2023-03;Solaire;1,63753973
2023-04;Solaire;2,149075224
2023-05;Solaire;2,5150027
2023-06;Solaire;2,678984864
2023-07;Solaire;2,694966115
2023-08;Solaire;2,576438855
2023-09;Solaire;2,272323421
2023-10;Solaire;1,619989353
2023-11;Solaire;0,8991434416
2023-12;Solaire;0,6875497215
